Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1783436,Berkshire daily checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783472,asset number 81672 doesn't look as though its connected to the robot,Data Management,Data Correction,High,"Case involves database scripts, stock level corrections, contract price fixes, or manual data fixes.",No
CS1783754,"Drug Product Errors on Drugfiles for Selinexor KWP333N, KWP333M and KWP333I",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1783899,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1783910,Berkshire Daily Checks,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1784151,Manuals,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1784173,Editing Yesterdays Price Difference Report,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1784208,Delete Old invoices,Data Management,Data Recovery,High,"Case involves record restoration, patient record merging, or deleted data recovery.",No
CS1784298,Nurse supply down,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1784335,"Trying to order stock, when user goes to EDI screen after selecting suppliers...",Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1784354,ActiveX Error,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1784406,Pt merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1784524,Remove GENFIN supplier from exclusion list,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1784561,NHS number to be removed,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1784649,Editor- eMM Lookups,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1784704,Add PC to rowa interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1784714,Pharmacy stock control page locked - Query,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1784821,Editing Patient Episode,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1785031,Unable to administer meds due to dose scheduler error,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1785072,Patient Merge Error,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1785326,LIVE 10.23 - Delay and Stuck at Dispensing Screen,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1785585,the log files on PLYM392 are filling up,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1785591,Pharmacy User Guides,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1785724,robot interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1785754,https://mpft-epma-rsp11.mpft.nhs.uk/reports/report/EHSC%20-%20ePMA%20Reports/Rep,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1785797,Unable to release invoices electronically,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1785867,EPMA TEST - Reboot PAS-EPMA Interface,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1785884,query interface from uhnm careflow to ascribe for allergys,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1786025,Location of stock on wards,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1786029,Contextual link not working,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
CS1786105,Red Dot,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786110,Penicillin/Penicillamine report,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786124,Security reports,Access & Security,Audit & Compliance,High,"Case involves Information Governance, controlled drug audit, or record viewing history.",No
CS1786158,Reports of slow performance,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1786173,permissions removed,Access & Security,User Access,High,"Case requests user access enablement, role assignment, pharmacist access, or permissions.",No
CS1786220,Item currently on stock take but no stock take can be found.,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1786403,Unable to administer drugs again due to dose scheduler,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or record lock issues.",No
CS1786426,error message when using user details & roles,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786468,Emis is Down,Performance & Availability,Availability,High,System down or module service outage.,No
CS1786661,Request to Amend Incorrect Item Price – OLAPARIB 100mg Tablets,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1786713,Patient merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786739,Error when attempting patient merge,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786761,error message on VTE assessments,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (dm+d/TRUD/FMD) or third-party supplier systems.,No
CS1786776,Sever maintenance,Performance & Availability,Availability,High,"Case reports application outage, pharmacy system down, or service unavailability.",No
CS1786921,Exception report query,Reporting & Analytics,Reporting,High,"Case involves pharmacy SSRS reports, stock reporting, or data extraction.",No
CS1786930,A PT has an order that has been cancelled but it still apperas on worklist.,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, test cases, or closure.",No
CS1786970,Routine error when attempting to load eMM Problem List,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1787101,N357322 - incorrect patient link,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1787106,STOCKTAKE still not bringing up all items,Configuration & Administration,Master Data,High,"Case involves drug formulary master data, ward lookups, or drug catalogue setup.",No
CS1787116,business continuity,Integration & Interfaces,Integration Failure,High,"Case relates to dispensing robot interface, HL7 messaging, or automated pharmacy feed failures.",No
CS1787202,"Can't connect - ""An error has occured""",Performance & Availability,Availability,High,"Case reports application outage, pharmacy system down, or service unavailability.",No
CS1787203,WE are unable to access Standalone. All users are receiving 'Incorrect Userna...,Access & Security,Authentication,High,"Case relates to user authentication, password/PIN reset, SSO, or account lockout.",No
CS1787316,Nurse supply request,Service Requests,New Request,Medium,"Case represents a service request for creation, drug setup, or system updates.",No
CS1787387,Annual Use,Defects & Errors,Application Defect,Medium,"Case reports application defect, unexpected behaviour, or functional error.",No
